file,decoded,ftx_entries,crash
Characters\TM\TM01_Head_Main.common.ovl,0,0,
Characters\TM\TM01_Head_Stub.common.ovl,0,0,
Characters\TM\TM01_Inflatable.common.ovl,2,0,
Characters\TM\TM01_Legs_Main.common.ovl,2,0,
Characters\TM\TM01_Legs_Stub.common.ovl,0,0,
Characters\TM\TM01_Skin.common.ovl,2,0,
Characters\TM\TM01_SwimSuit.common.ovl,2,0,
Characters\TM\TM01_SwimSuitBody_Main.common.ovl,0,0,
Characters\TM\TM01_SwimSuitBody_Stub.common.ovl,0,0,
Characters\TM\TM01_SwimSuitLegs1_Main.common.ovl,0,0,
Characters\TM\TM01_SwimSuitLegs1_Stub.common.ovl,0,0,
Characters\TM\TM01_SwimSuitLegs2_Main.common.ovl,0,0,
Characters\TM\TM01_SwimSuitLegs2_Stub.common.ovl,0,0,
Characters\TM\TM03.common.ovl,0,0,
Characters\TM\TM03_Head_Main.common.ovl,0,0,
Characters\TM\TM03_Head_Stub.common.ovl,0,0,
Characters\TM\TM03_Skin.common.ovl,2,0,
Characters\TM\TM04.common.ovl,0,0,
Characters\TM\TM04_Head_Main.common.ovl,0,0,
Characters\TM\TM04_Head_Stub.common.ovl,0,0,
Characters\TM\TM04_Skin.common.ovl,2,0,
Characters\TM\TM05.common.ovl,0,0,
Characters\TM\TM05_Body_Main.common.ovl,2,0,
Characters\TM\TM05_Body_Stub.common.ovl,0,0,
Characters\TM\TM05_Head_Main.common.ovl,0,0,
Characters\TM\TM05_Head_Stub.common.ovl,0,0,
Characters\TM\TM05_Legs_Main.common.ovl,2,0,
Characters\TM\TM05_Legs_Stub.common.ovl,0,0,
Characters\TM\TM05_Skin.common.ovl,2,0,
Characters\TM\TM07.common.ovl,0,0,
Characters\TM\TM07_Head_Main.common.ovl,0,0,
Characters\TM\TM07_Head_Stub.common.ovl,0,0,
Characters\TM\TM07_Skin.common.ovl,2,0,
Characters\TM\TM08.common.ovl,0,0,
Characters\TM\TM08_Head_Main.common.ovl,0,0,
Characters\TM\TM08_Head_Stub.common.ovl,0,0,
Characters\TM\TM08_Skin.common.ovl,2,0,
Characters\VIPStats\VIP0.common.ovl,0,0,
Characters\VIPStats\VIP1.common.ovl,0,0,
Characters\VIPStats\VIP2.common.ovl,0,0,
Characters\VIPStats\VIP3.common.ovl,0,0,
Characters\VIPStats\VIP4.common.ovl,0,0,
Characters\VIPStats\VIP5.common.ovl,0,0,
Characters\VIPStats\VIP6.common.ovl,0,0,
Characters\VM\Vendor.common.ovl,0,0,
Characters\VM\VF01.common.ovl,0,0,
Characters\VM\VF01_Body_Main.common.ovl,0,0,
Characters\VM\VF01_Body_Stub.common.ovl,0,0,
Characters\VM\VF01_Head_Main.common.ovl,0,0,
Characters\VM\VF01_Head_Stub.common.ovl,0,0,
Characters\VM\VF01_Legs_Main.common.ovl,0,0,
Characters\VM\VF01_Legs_Stub.common.ovl,0,0,
Characters\VM\VM01.common.ovl,0,0,
Characters\VM\VM01_Body.common.ovl,2,0,
Characters\VM\VM01_Body_Main.common.ovl,0,0,
Characters\VM\VM01_Body_Stub.common.ovl,0,0,
Characters\VM\VM01_Head_Main.common.ovl,0,0,
Characters\VM\VM01_Head_Stub.common.ovl,0,0,
Characters\VM\VM01_Legs.common.ovl,2,0,
Characters\VM\VM01_Legs_Main.common.ovl,0,0,
Characters\VM\VM01_Legs_Stub.common.ovl,0,0,
Enclosures\Fences\Fences.common.ovl,0,0,
Enclosures\Fences\FenceTextures.common.ovl,6,6,
Enclosures\Shelters\invisibleproxy.common.ovl,0,0,
Enclosures\Shelters\Shelters.common.ovl,0,0,
gui\1024\Resolution.common.ovl,6,0,
gui\1024\SChinese.common.ovl,3,0,
gui\1280\Resolution.common.ovl,6,0,
gui\1280\SChinese.common.ovl,4,0,
gui\800\Resolution.common.ovl,5,0,
gui\800\SChinese.common.ovl,2,0,
gui\Banner\Banner.common.ovl,16,0,
gui\LoadingScreen\LoadingScreen.common.ovl,2,0,
gui\UpdatedIcons\UpdatedIcons.common.ovl,2,0,
Objects\Carcass\Carcass.common.ovl,1,1,
Objects\Carcass\foodhay.common.ovl,1,1,
Objects\Carcass\foodleaves.common.ovl,1,1,
Objects\Carcass\foodmeat.common.ovl,1,1,
Objects\Litter\Litter.common.ovl,3,3,
Path\Asphalt\Asphalt.common.ovl,0,0,
Path\Asphalt\AsphaltTexture.common.ovl,1,1,
Path\Asphalt\Asphalt_Corner_A.common.ovl,0,0,
Path\Asphalt\Asphalt_Corner_B.common.ovl,0,0,
Path\Asphalt\Asphalt_Corner_C.common.ovl,0,0,
Path\Asphalt\Asphalt_Corner_D.common.ovl,0,0,
Path\Asphalt\Asphalt_Flat.common.ovl,0,0,
Path\Asphalt\Asphalt_Scenery.common.ovl,1,1,
Path\Asphalt\Asphalt_Slope.common.ovl,0,0,
Path\Asphalt\Asphalt_Slope_Mid.common.ovl,0,0,
Path\Asphalt\Asphalt_Slope_Straight.common.ovl,0,0,
Path\Asphalt\Asphalt_Slope_Straight_left.common.ovl,0,0,
Path\Asphalt\Asphalt_Slope_Straight_Right.common.ovl,0,0,
Path\Asphalt\Asphalt_Straight_A.common.ovl,0,0,
Path\Asphalt\Asphalt_Straight_B.common.ovl,0,0,
Path\Asphalt\Asphalt_Stub.common.ovl,0,0,
Path\Asphalt\Asphalt_Texture.common.ovl,2,0,
Path\Asphalt\Asphalt_Turn_L_A.common.ovl,0,0,
Path\Asphalt\Asphalt_Turn_L_B.common.ovl,0,0,
Path\Asphalt\Asphalt_Turn_T_A.common.ovl,0,0,
Path\Asphalt\Asphalt_Turn_T_B.common.ovl,0,0,
Path\Asphalt\Asphalt_Turn_T_C.common.ovl,0,0,
Path\Asphalt\Asphalt_Turn_U.common.ovl,0,0,
Path\Asphalt\Asphalt_Turn_X.common.ovl,0,0,
Path\Crazy\Crazy.common.ovl,0,0,
Path\Crazy\CrazySharedTexture.common.ovl,1,1,
Path\Crazy\Crazy_Corner_A.common.ovl,0,0,
Path\Crazy\Crazy_Corner_B.common.ovl,0,0,
Path\Crazy\Crazy_Corner_C.common.ovl,0,0,
Path\Crazy\Crazy_Corner_D.common.ovl,0,0,
Path\Crazy\Crazy_Flat.common.ovl,0,0,
Path\Crazy\Crazy_Scenery.common.ovl,1,1,
Path\Crazy\Crazy_Slope.common.ovl,0,0,
Path\Crazy\Crazy_Slope_Mid.common.ovl,0,0,
Path\Crazy\Crazy_Slope_Straight.common.ovl,0,0,
Path\Crazy\Crazy_Slope_Straight_left.common.ovl,0,0,
Path\Crazy\Crazy_Slope_Straight_Right.common.ovl,0,0,
Path\Crazy\Crazy_Straight_A.common.ovl,0,0,
Path\Crazy\Crazy_Straight_B.common.ovl,0,0,
Path\Crazy\Crazy_Stub.common.ovl,0,0,
Path\Crazy\Crazy_Texture.common.ovl,2,0,
Path\Crazy\Crazy_Turn_L_A.common.ovl,0,0,
Path\Crazy\Crazy_Turn_L_B.common.ovl,0,0,
Path\Crazy\Crazy_Turn_T_A.common.ovl,0,0,
Path\Crazy\Crazy_Turn_T_B.common.ovl,0,0,
Path\Crazy\Crazy_Turn_T_C.common.ovl,0,0,
Path\Crazy\Crazy_Turn_U.common.ovl,0,0,
Path\Crazy\Crazy_Turn_X.common.ovl,0,0,
Path\Dirt\Dirt.common.ovl,0,0,
Path\Dirt\Dirt_Corner_A.common.ovl,0,0,
Path\Dirt\Dirt_Corner_B.common.ovl,0,0,
Path\Dirt\Dirt_Corner_C.common.ovl,0,0,
Path\Dirt\Dirt_Corner_D.common.ovl,0,0,
Path\Dirt\Dirt_Flat.common.ovl,0,0,
Path\Dirt\Dirt_Scenery.common.ovl,1,1,
Path\Dirt\Dirt_Slope.common.ovl,0,0,
Path\Dirt\Dirt_Slope_Mid.common.ovl,0,0,
Path\Dirt\Dirt_Slope_Straight.common.ovl,0,0,
Path\Dirt\Dirt_Slope_Straight_left.common.ovl,0,0,
Path\Dirt\Dirt_Slope_Straight_Right.common.ovl,0,0,
Path\Dirt\Dirt_Straight_A.common.ovl,0,0,
Path\Dirt\Dirt_Straight_B.common.ovl,0,0,
Path\Dirt\Dirt_Stub.common.ovl,0,0,
Path\Dirt\Dirt_Texture.common.ovl,2,0,
Path\Dirt\Dirt_Turn_L_A.common.ovl,0,0,
Path\Dirt\Dirt_Turn_L_B.common.ovl,0,0,
Path\Dirt\Dirt_Turn_T_A.common.ovl,0,0,
Path\Dirt\Dirt_Turn_T_B.common.ovl,0,0,
Path\Dirt\Dirt_Turn_T_C.common.ovl,0,0,
Path\Dirt\Dirt_Turn_U.common.ovl,0,0,
Path\Dirt\Dirt_Turn_X.common.ovl,0,0,
Path\Leafy\Leafy.common.ovl,0,0,
Path\Leafy\LeafyCornerA.common.ovl,0,0,
Path\Leafy\LeafyCornerB.common.ovl,0,0,
Path\Leafy\LeafyCornerC.common.ovl,0,0,
Path\Leafy\LeafyCornerD.common.ovl,0,0,
Path\Leafy\LeafyFlat.common.ovl,0,0,
Path\Leafy\LeafySlope.common.ovl,0,0,
Path\Leafy\LeafySlopeMid.common.ovl,0,0,
Path\Leafy\LeafySlopeStraight.common.ovl,0,0,
Path\Leafy\LeafySlopeStraightleft.common.ovl,0,0,
Path\Leafy\LeafySlopeStraightRight.common.ovl,0,0,
Path\Leafy\LeafyStraightA.common.ovl,0,0,
Path\Leafy\LeafyStraightB.common.ovl,0,0,
Path\Leafy\LeafyTurnLA.common.ovl,0,0,
Path\Leafy\LeafyTurnLB.common.ovl,0,0,
Path\Leafy\LeafyTurnTA.common.ovl,0,0,
Path\Leafy\LeafyTurnTB.common.ovl,0,0,
Path\Leafy\LeafyTurnTC.common.ovl,0,0,
Path\Leafy\LeafyTurnU.common.ovl,0,0,
Path\Leafy\LeafyTurnX.common.ovl,0,0,
Path\Leafy\Leafy_Scenery.common.ovl,3,3,
Path\Leafy\Leafy_Stub.common.ovl,0,0,
Path\Leafy\Leafy_Texture.common.ovl,2,0,
Path\Marble\Marble.common.ovl,0,0,
Path\Marble\MarbleCornerA.common.ovl,0,0,
Path\Marble\MarbleCornerB.common.ovl,0,0,
Path\Marble\MarbleCornerC.common.ovl,0,0,
Path\Marble\MarbleCornerD.common.ovl,0,0,
Path\Marble\MarbleFlat.common.ovl,0,0,
Path\Marble\MarbleSlope.common.ovl,0,0,
Path\Marble\MarbleSlopeMid.common.ovl,0,0,
Path\Marble\MarbleSlopeStraight.common.ovl,0,0,
Path\Marble\MarbleSlopeStraightleft.common.ovl,0,0,
Path\Marble\MarbleSlopeStraightRight.common.ovl,0,0,
Path\Marble\MarbleStraightA.common.ovl,0,0,
Path\Marble\MarbleStraightB.common.ovl,0,0,
Path\Marble\MarbleTurnLA.common.ovl,0,0,
Path\Marble\MarbleTurnLB.common.ovl,0,0,
Path\Marble\MarbleTurnTA.common.ovl,0,0,
Path\Marble\MarbleTurnTB.common.ovl,0,0,
Path\Marble\MarbleTurnTC.common.ovl,0,0,
Path\Marble\MarbleTurnU.common.ovl,0,0,
Path\Marble\MarbleTurnX.common.ovl,0,0,
Path\Marble\Marble_Scenery.common.ovl,2,2,
Path\Marble\Marble_Stub.common.ovl,0,0,
Path\Marble\Marble_Texture.common.ovl,2,0,
Path\Ornate\Ornate.common.ovl,0,0,
Path\Ornate\OrnateCornerA.common.ovl,0,0,
Path\Ornate\OrnateCornerB.common.ovl,0,0,
Path\Ornate\OrnateCornerC.common.ovl,0,0,
Path\Ornate\OrnateCornerD.common.ovl,0,0,
Path\Ornate\OrnateFlat.common.ovl,0,0,
Path\Ornate\OrnateSlope.common.ovl,0,0,
Path\Ornate\OrnateSlopeMid.common.ovl,0,0,
Path\Ornate\OrnateSlopeStraight.common.ovl,0,0,
Path\Ornate\OrnateSlopeStraightleft.common.ovl,0,0,
Path\Ornate\OrnateSlopeStraightRight.common.ovl,0,0,
Path\Ornate\OrnateStraightA.common.ovl,0,0,
Path\Ornate\OrnateStraightB.common.ovl,0,0,
Path\Ornate\OrnateTurnLA.common.ovl,0,0,
Path\Ornate\OrnateTurnLB.common.ovl,0,0,
Path\Ornate\OrnateTurnTA.common.ovl,0,0,
Path\Ornate\OrnateTurnTB.common.ovl,0,0,
Path\Ornate\OrnateTurnTC.common.ovl,0,0,
Path\Ornate\OrnateTurnU.common.ovl,0,0,
Path\Ornate\OrnateTurnX.common.ovl,0,0,
Path\Ornate\Ornate_Scenery.common.ovl,4,4,
Path\Ornate\Ornate_Stub.common.ovl,0,0,
Path\Ornate\Ornate_Texture.common.ovl,2,0,
Path\Sand\Sand.common.ovl,0,0,
Path\Sand\Sand_Corner_A.common.ovl,0,0,
Path\Sand\Sand_Corner_B.common.ovl,0,0,
Path\Sand\Sand_Corner_C.common.ovl,0,0,
Path\Sand\Sand_Corner_D.common.ovl,0,0,
Path\Sand\Sand_Flat.common.ovl,0,0,
Path\Sand\Sand_Scenery.common.ovl,1,1,
Path\Sand\Sand_Slope.common.ovl,0,0,
Path\Sand\Sand_Slope_Mid.common.ovl,0,0,
Path\Sand\Sand_Slope_Straight.common.ovl,0,0,
Path\Sand\Sand_Slope_Straight_left.common.ovl,0,0,
Path\Sand\Sand_Slope_Straight_Right.common.ovl,0,0,
Path\Sand\Sand_Straight_A.common.ovl,0,0,
Path\Sand\Sand_Straight_B.common.ovl,0,0,
Path\Sand\Sand_Stub.common.ovl,0,0,
Path\Sand\Sand_Texture.common.ovl,0,0,
Path\Sand\Sand_Turn_L_A.common.ovl,0,0,
Path\Sand\Sand_Turn_L_B.common.ovl,0,0,
Path\Sand\Sand_Turn_T_A.common.ovl,0,0,
Path\Sand\Sand_Turn_T_B.common.ovl,0,0,
Path\Sand\Sand_Turn_T_C.common.ovl,0,0,
Path\Sand\Sand_Turn_U.common.ovl,0,0,
Path\Sand\Sand_Turn_X.common.ovl,0,0,
Path\Steel\Steel.common.ovl,0,0,
Path\Steel\SteelSharedTextures.common.ovl,4,4,
Path\Steel\SteelSlopeMid.common.ovl,0,0,
Path\Steel\SteelSlopeStraight.common.ovl,0,0,
Path\Steel\SteelSlopeStraightleft.common.ovl,0,0,
Path\Steel\SteelSlopeStraightRight.common.ovl,0,0,
Path\Steel\Steel_Corner_A.common.ovl,0,0,
Path\Steel\Steel_Corner_B.common.ovl,0,0,
Path\Steel\Steel_Corner_C.common.ovl,0,0,
Path\Steel\Steel_Corner_D.common.ovl,0,0,
Path\Steel\Steel_Flat.common.ovl,0,0,
Path\Steel\Steel_Scenery.common.ovl,0,0,
Path\Steel\Steel_Slope.common.ovl,0,0,
Path\Steel\Steel_Straight_A.common.ovl,0,0,
Path\Steel\Steel_Straight_B.common.ovl,0,0,
Path\Steel\Steel_Stub.common.ovl,0,0,
Path\Steel\Steel_Texture.common.ovl,2,0,
Path\Steel\Steel_Turn_L_A.common.ovl,0,0,
Path\Steel\Steel_Turn_L_B.common.ovl,0,0,
Path\Steel\Steel_Turn_T_A.common.ovl,0,0,
Path\Steel\Steel_Turn_T_B.common.ovl,0,0,
Path\Steel\Steel_Turn_T_C.common.ovl,0,0,
Path\Steel\Steel_Turn_U.common.ovl,0,0,
Path\Steel\Steel_Turn_X.common.ovl,0,0,
Path\Tarmac\Tarmac.common.ovl,0,0,
Path\Tarmac\tarmacTexture.common.ovl,1,1,
Path\Tarmac\Tarmac_Corner_A.common.ovl,0,0,
Path\Tarmac\Tarmac_Corner_B.common.ovl,0,0,
Path\Tarmac\Tarmac_Corner_C.common.ovl,0,0,
Path\Tarmac\Tarmac_Corner_D.common.ovl,0,0,
Path\Tarmac\Tarmac_Flat.common.ovl,0,0,
Path\Tarmac\Tarmac_Scenery.common.ovl,1,1,
Path\Tarmac\Tarmac_Slope.common.ovl,0,0,
Path\Tarmac\Tarmac_Slope_Mid.common.ovl,0,0,
Path\Tarmac\Tarmac_Slope_Straight.common.ovl,0,0,
Path\Tarmac\Tarmac_Slope_Straight_left.common.ovl,0,0,
Path\Tarmac\Tarmac_Slope_Straight_Right.common.ovl,0,0,
Path\Tarmac\Tarmac_Straight_A.common.ovl,0,0,
Path\Tarmac\Tarmac_Straight_B.common.ovl,0,0,
Path\Tarmac\Tarmac_Stub.common.ovl,0,0,
Path\Tarmac\Tarmac_Texture.common.ovl,2,0,
Path\Tarmac\Tarmac_Turn_L_A.common.ovl,0,0,
Path\Tarmac\Tarmac_Turn_L_B.common.ovl,0,0,
Path\Tarmac\Tarmac_Turn_T_A.common.ovl,0,0,
Path\Tarmac\Tarmac_Turn_T_B.common.ovl,0,0,
Path\Tarmac\Tarmac_Turn_T_C.common.ovl,0,0,
Path\Tarmac\Tarmac_Turn_U.common.ovl,0,0,
Path\Tarmac\Tarmac_Turn_X.common.ovl,0,0,
Path\UnderWater\UnderWater.common.ovl,0,0,
Path\UnderWater\UnderWaterPathTextures.common.ovl,1,1,
Path\UnderWater\UnderWater_Stub.common.ovl,0,0,
Path\UnderWater\UnderWater_Texture.common.ovl,0,0,
Path\UnderWater\WaterCornerA.common.ovl,0,0,
Path\UnderWater\WaterCornerB.common.ovl,0,0,
Path\UnderWater\WaterCornerC.common.ovl,0,0,
Path\UnderWater\WaterCornerD.common.ovl,0,0,
Path\UnderWater\WaterFlat.common.ovl,0,0,
Path\UnderWater\WaterFlatFC.common.ovl,0,0,
Path\UnderWater\WaterPaving.common.ovl,0,0,
Path\UnderWater\WaterSlope.common.ovl,0,0,
Path\UnderWater\WaterSlopeBC.common.ovl,0,0,
Path\UnderWater\WaterSlopeFC.common.ovl,0,0,
Path\UnderWater\WaterSlopeMid.common.ovl,0,0,
Path\UnderWater\WaterSlopeMidBC.common.ovl,0,0,
Path\UnderWater\WaterSlopeMidFC.common.ovl,0,0,
Path\UnderWater\WaterSlopeMidTC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraight.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightBC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightFC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightleft.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightleftBC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightleftFC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightleftTC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightRight.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightRightBC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightRightFC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightRightTC.common.ovl,0,0,
Path\UnderWater\WaterSlopeStraightTC.common.ovl,0,0,
Path\UnderWater\WaterSlopeTC.common.ovl,0,0,
Path\UnderWater\WaterStraightA.common.ovl,0,0,
Path\UnderWater\WaterStraightB.common.ovl,0,0,
Path\UnderWater\WaterTurnLA.common.ovl,0,0,
Path\UnderWater\WaterTurnLB.common.ovl,0,0,
Path\UnderWater\WaterTurnTA.common.ovl,0,0,
Path\UnderWater\WaterTurnTB.common.ovl,0,0,
Path\UnderWater\WaterTurnTC.common.ovl,0,0,
Path\UnderWater\WaterTurnU.common.ovl,0,0,
Path\UnderWater\WaterTurnX.common.ovl,0,0,
People\Handyman\Tools.common.ovl,2,2,
Pool\Default\Base.common.ovl,0,0,
Pool\Default\Corner1Bot.common.ovl,0,0,
Pool\Default\Corner1Mid.common.ovl,0,0,
Pool\Default\Corner1Top.common.ovl,0,0,
Pool\Default\Corner2Bot.common.ovl,0,0,
Pool\Default\Corner2Mid.common.ovl,0,0,
Pool\Default\Corner2Top.common.ovl,0,0,
Pool\Default\Corner3Bot.common.ovl,0,0,
Pool\Default\Corner3Mid.common.ovl,0,0,
Pool\Default\Corner3Top.common.ovl,0,0,
Pool\Default\CurveCorner1Bot.common.ovl,0,0,
Pool\Default\CurveCorner1Mid.common.ovl,0,0,
Pool\Default\CurveCorner1Top.common.ovl,0,0,
Pool\Default\CurveCorner2Bot.common.ovl,0,0,
Pool\Default\CurveCorner2Mid.common.ovl,0,0,
Pool\Default\CurveCorner2Top.common.ovl,0,0,
Pool\Default\CurveCorner3Bot.common.ovl,0,0,
Pool\Default\CurveCorner3Mid.common.ovl,0,0,
Pool\Default\CurveCorner3Top.common.ovl,0,0,
Pool\Default\CurveCorner4Bot.common.ovl,0,0,
Pool\Default\CurveCorner4Mid.common.ovl,0,0,
Pool\Default\CurveCorner4Top.common.ovl,0,0,
Pool\Default\CurveCorner5Bot.common.ovl,0,0,
Pool\Default\CurveCorner5Mid.common.ovl,0,0,
Pool\Default\CurveCorner5Top.common.ovl,0,0,
Pool\Default\CurveCorner6Bot.common.ovl,0,0,
Pool\Default\CurveCorner6Mid.common.ovl,0,0,
Pool\Default\CurveCorner6Top.common.ovl,0,0,
Pool\Default\CurveCorner7Bot.common.ovl,0,0,
Pool\Default\CurveCorner7Mid.common.ovl,0,0,
Pool\Default\CurveCorner7Top.common.ovl,0,0,
Pool\Default\CurveCorner8Bot.common.ovl,0,0,
Pool\Default\CurveCorner8Mid.common.ovl,0,0,
Pool\Default\CurveCorner8Top.common.ovl,0,0,
Pool\Default\CurveCorner9Bot.common.ovl,0,0,
Pool\Default\CurveCorner9Mid.common.ovl,0,0,
Pool\Default\CurveCorner9Top.common.ovl,0,0,
Pool\Default\CurveEdge1Bot.common.ovl,0,0,
Pool\Default\CurveEdge1Mid.common.ovl,0,0,
Pool\Default\CurveEdge1Top.common.ovl,0,0,
Pool\Default\CurveEdge2Bot.common.ovl,0,0,
Pool\Default\CurveEdge2Mid.common.ovl,0,0,
Pool\Default\CurveEdge2Top.common.ovl,0,0,
Pool\Default\CurveEdge3Bot.common.ovl,0,0,
Pool\Default\CurveEdge3Mid.common.ovl,0,0,
Pool\Default\CurveEdge3Top.common.ovl,0,0,
Pool\Default\CurveEdge4Bot.common.ovl,0,0,
Pool\Default\CurveEdge4Mid.common.ovl,0,0,
Pool\Default\CurveEdge4Top.common.ovl,0,0,
Pool\Default\CurveEndBot.common.ovl,0,0,
Pool\Default\CurveEndMid.common.ovl,0,0,
Pool\Default\CurveEndTop.common.ovl,0,0,
Pool\Default\CurveFullBot.common.ovl,0,0,
Pool\Default\CurveFullMid.common.ovl,0,0,
Pool\Default\CurveFullTop.common.ovl,0,0,
Pool\Default\DBBase.common.ovl,0,0,
Pool\Default\DBMid.common.ovl,0,0,
Pool\Default\DBMidBoard.common.ovl,0,0,
Pool\Default\DBTopBoard.common.ovl,0,0,
Pool\Default\Default.common.ovl,0,0,
Pool\Default\Default_Stub.common.ovl,0,0,
Pool\Default\Default_Textures.common.ovl,1,1,
Pool\Default\EdgeBot.common.ovl,0,0,
Pool\Default\EdgeMid.common.ovl,0,0,
Pool\Default\EdgeTop.common.ovl,0,0,
Pool\Default\EndBot.common.ovl,0,0,
Pool\Default\EndMid.common.ovl,0,0,
Pool\Default\EndTop.common.ovl,0,0,
Pool\Default\FullBot.common.ovl,0,0,
Pool\Default\FullMid.common.ovl,0,0,
Pool\Default\FullTop.common.ovl,0,0,
Pool\Default\Jacuzzi.common.ovl,0,0,
Pool\Default\PathCorner.common.ovl,0,0,
Pool\Default\PathLSpiral.common.ovl,0,0,
Pool\Default\PathRSpiral.common.ovl,0,0,
Pool\Default\PathSlope.common.ovl,0,0,
Pool\Default\PathStairs.common.ovl,0,0,
Pool\Default\PathStraight.common.ovl,0,0,
Pool\Default\PathTJunction.common.ovl,0,0,
Pool\Default\PathXRoads.common.ovl,0,0,
Pool\Default\Railing.common.ovl,0,0,
Pool\Default\SolidBot.common.ovl,0,0,
Pool\Default\SolidMid.common.ovl,0,0,
Pool\Default\SolidTop.common.ovl,0,0,
Pool\Default\SolidTriBot.common.ovl,0,0,
Pool\Default\SolidTriMid.common.ovl,0,0,
Pool\Default\SolidTriTop.common.ovl,0,0,
Pool\Default\StairsBase.common.ovl,0,0,
Pool\Default\StairsMid.common.ovl,0,0,
Pool\Default\StairsTop.common.ovl,0,0,
Queue\Adventure\Adventure.common.ovl,0,0,
Queue\Adventure\Adventure_Scenery.common.ovl,1,1,
Queue\Adventure\Adventure_Stub.common.ovl,0,0,
Queue\Adventure\Adventure_Texture.common.ovl,2,2,
Queue\Adventure\SlopeDown.common.ovl,0,0,
Queue\Adventure\SlopeStraight.common.ovl,0,0,
Queue\Adventure\SlopeUp.common.ovl,0,0,
Queue\Adventure\Straight.common.ovl,0,0,
Queue\Adventure\TurnL.common.ovl,0,0,
Queue\Adventure\TurnR.common.ovl,0,0,
Queue\QueueSet1\QueueSet1.common.ovl,0,0,
Queue\QueueSet1\QueueSet1_Scenery.common.ovl,1,1,
Queue\QueueSet1\QueueSet1_Stub.common.ovl,0,0,
Queue\QueueSet1\QueueSet1_Texture.common.ovl,2,2,
Queue\QueueSet1\RaisedQueueSet1.common.ovl,1,1,
Queue\QueueSet1\SlopeDown.common.ovl,0,0,
Queue\QueueSet1\SlopeStraight.common.ovl,0,0,
Queue\QueueSet1\SlopeUp.common.ovl,0,0,
Queue\QueueSet1\Straight.common.ovl,0,0,
Queue\QueueSet1\TurnL.common.ovl,0,0,
Queue\QueueSet1\TurnR.common.ovl,0,0,
Queue\Space\SlopeDown.common.ovl,0,0,
Queue\Space\SlopeStraight.common.ovl,0,0,
Queue\Space\SlopeUp.common.ovl,0,0,
Queue\Space\Space.common.ovl,0,0,
Queue\Space\Space_Scenery.common.ovl,2,2,
Queue\Space\Space_Stub.common.ovl,0,0,
Queue\Space\Space_Texture.common.ovl,1,1,
Queue\Space\Straight.common.ovl,0,0,
Queue\Space\TurnL.common.ovl,0,0,
Queue\Space\TurnR.common.ovl,0,0,
Queue\Spooky\SlopeDown.common.ovl,0,0,
Queue\Spooky\SlopeStraight.common.ovl,0,0,
Queue\Spooky\SlopeUp.common.ovl,0,0,
Queue\Spooky\Spooky.common.ovl,0,0,
Queue\Spooky\Spooky_Scenery.common.ovl,1,1,
Queue\Spooky\Spooky_Stub.common.ovl,0,0,
Queue\Spooky\Spooky_Texture.common.ovl,2,2,
Queue\Spooky\Straight.common.ovl,0,0,
Queue\Spooky\TurnL.common.ovl,0,0,
Queue\Spooky\TurnR.common.ovl,0,0,
Queue\WildWest\RaisedSlopeUp.common.ovl,0,0,
Queue\WildWest\RaisedStraight.common.ovl,0,0,
Queue\WildWest\RaisedTurnL.common.ovl,0,0,
Queue\WildWest\RaisedTurnR.common.ovl,0,0,
Queue\WildWest\RaisedWildWest.common.ovl,1,1,
Queue\WildWest\SlopeStraight.common.ovl,0,0,
Queue\WildWest\WildWest.common.ovl,0,0,
Queue\WildWest\WildWest_Scenery.common.ovl,2,2,
Queue\WildWest\WildWest_Stub.common.ovl,0,0,
Queue\WildWest\WildWest_Texture.common.ovl,2,2,
Sounds\CTNewFX\CTNewFX.common.ovl,0,0,
Sounds\Waterfall\Waterfall.common.ovl,0,0,
Sounds\Wild\Wild.common.ovl,0,0,
StaffUniforms\Entertainers\EntertainerIcons.common.ovl,0,0,
StaffUniforms\Entertainers\IconsAlien.common.ovl,0,0,
StaffUniforms\Entertainers\IconsCowgirl.common.ovl,0,0,
StaffUniforms\Entertainers\IconsElephant.common.ovl,0,0,
StaffUniforms\Entertainers\IconsPanda.common.ovl,0,0,
StaffUniforms\Entertainers\IconsPumpkinHead.common.ovl,0,0,
StaffUniforms\Standard\Icon.common.ovl,0,0,
StaffUniforms\Standard\Uniforms.common.ovl,7,0,
Style\sharedtextures\controlpanel.common.ovl,1,1,
Style\sharedtextures\pooltiles.common.ovl,1,1,
Style\sharedtextures\sceneryultralowflexi.common.ovl,1,1,
Style\sharedtextures\SharedTextures.common.ovl,0,0,
Style\sharedtextures\sharedtextures01.common.ovl,1,1,
Style\Vanilla\CTSceneryUltraLow01.common.ovl,1,1,
Style\Vanilla\LowestLODTexture2.common.ovl,1,1,
Style\Vanilla\LowestLODTextureFlexi.common.ovl,1,1,
